Unit,Unit Type,SqFt,Current Rent
A,3BR/2.5BA,1437,1900
B,3BR/2.5BA,1437,1900
C,3BR/2.5BA,1437,1900
D,3BR/2.5BA,1437,1900
E,3BR/2.5BA,1437,1900
F,3BR/2.5BA,1437,1900
